20.2,16.6,25.0,25.6
12.4,17.4,15.4,21.6
15.6,24.2,21.4,36.0
12.6,22.8,26.8,18.2
15.4,22.0,18.4,23.6
12.4,16.0,29.0,18.6
12.0,17.8,20.0,26.6
10.2,14.2,35.8,15.4
11.6,12.6,19.4,20.4
12.6,15.4,33.8,19.6
13.4,14.8,22.8,20.2
15.6,20.0,23.8,17.8
18.2,24.6,21.6,22.8
20.8,11.8,26.0,16.0
16.4,14.6,26.2,15.8
24.8,13.0,22.6,17.2
18.6,19.8,31.4,15.4
17.6,16.2,26.6,17.2
28.0,15.6,22.8,27.0
19.4,21.0,30.0,16.4
19.0,12.4,15.2,20.6
26.4,15.6,31.0,27.2
19.4,12.8,20.8,20.2
24.8,17.4,24.2,16.4
16.8,18.2,22.4,29.6
35.2,13.6,30.6,20.0
15.6,16.2,19.0,19.6
17.2,16.4,18.2,17.6
20.2,14.0,19.8,28.4
13.8,11.2,20.6,17.8
17.4,11.6,18.8,21.6
15.8,15.6,17.6,25.4
13.4,14.6,16.2,25.2
16.6,18.0,22.4,25.0
18.2,14.0,32.4,27.0
12.8,17.4,21.4,26.6
15.8,12.0,24.4,21.0
17.4,15.0,26.0,21.4
12.4,12.6,18.2,24.8
13.0,19.6,26.6,19.4
14.0,13.0,32.8,17.6
25.2,11.6,20.4,22.0
12.6,13.4,16.2,21.6
12.6,11.4,28.6,22.6
12.2,12.0,22.2,21.8
22.2,10.8,19.8,17.4
18.4,11.4,23.4,17.0
20.0,9.8,20.8,21.6
13.0,12.6,20.0,25.6
13.6,13.0,22.6,24.0
